timestamp,vehicle_model,production_line,shift,assembly_time_min,paint_thickness_um,torque_nm,battery_voltage_v,quality_score,inspection_status
2025-01-03 20:15,Sedan-X,Line-D,Morning,48.2,128.8,339.1,403.8,92.9,PASS
2025-01-03 20:30,Hatch-E,Line-C,night,48.1,118.9,289.6,398.7,95.3,PASS
2025-01-03 20:45,TruckMax,Line-C,Morning,48.6,126.7,336.3,405.7,93.4,PASS
2025-01-03 21:00,SUV-Pro,Line-B,Night,53.6,120.6,267.8,392.4,94.7,PASS
2025-01-03 21:15,TruckMax,Line-B,Morning,47.9,113.9,334.4,399.5,97.3,PASS
2025-01-03 21:30,EV-One,Line-D,Evening,56.2,118.1,305.0,407.2,89.2,Rework
2025-01-03 21:45,EV-One,Line-A,Night,54.1,122.1,296.5,399.2,89.5,Rework
2025-01-03 22:00,EV-One,Line-C,Night,47.4,121.2,322.6,401.7,95.4,PASS
2025-01-03 22:15,SUV-Pro,Line-C,Night,44.4,114.0,304.9,402.1,99.3,PASS
2025-01-03 22:30,Hatch-E,Line-B,Night,45.8,122.3,293.2,395.1,95.8,PASS
2025-01-03 22:45,EV-One,Line-B,Night,54.5,121.6,323.3,408.6,91.2,PASS
2025-01-03 23:00,Hatch-E,Line-A,Evening,59.2,125.0,330.8,396.4,90.4,PASS
2025-01-03 23:15,TruckMax,Line-D,Night,55.7,113.1,313.9,398.7,89.6,Rework
2025-01-03 23:30,Hatch-E,Line-A,Evening,52.8,122.1,314.5,390.4,90.7,PASS
2025-01-03 23:45,TruckMax,Line-A,Night,59.8,123.7,317.6,392.9,87.5,Rework
2025-01-04 00:00,Sedan-X,Line-D,Night,53.2,123.2,307.7,389.3,94.7,PASS
2025-01-04 00:15,Sedan-X,Line-D,Evening,45.6,125.5,256.6,405.2,93.6,PASS
2025-01-04 00:30,SUV-Pro,Line-B,Night,47.3,115.6,303.8,389.8,97.8,PASS
2025-01-04 00:45,SUV-Pro,Line-B,Morning,54.7,111.9,286.2,396.4,94.8,PASS
2025-01-04 01:00,Hatch-E,Line-C,Night,50.7,127.8,337.0,397.2,97.0,PASS
2025-01-04 01:15,TruckMax,Line-A,Evening,54.1,116.1,319.1,394.6,90.7,PASS
2025-01-04 01:30,SUV-Pro,Line-D,Evening,57.3,123.5,297.9,393.8,94.5,PASS
2025-01-04 01:45,Sedan-X,Line-D,Night,52.0,110.3,324.2,393.4,93.3,PASS
2025-01-04 02:00,EV-One,Line-A,Night,65.4,125.4,291.6,391.0,85.0,Rework
2025-01-04 02:15,EV-One,Line-D,Morning,63.0,116.1,294.1,398.2,90.5,PASS
2025-01-04 02:30,EV-One,Line-B,Night,58.3,111.0,334.0,391.7,94.3,PASS
2025-01-04 02:45,TruckMax,Line-A,Morning,55.2,116.7,256.3,403.0,92.5,PASS
2025-01-04 03:00,SUV-Pro,Line-C,Morning,60.6,110.7,324.2,401.1,93.1,PASS
2025-01-04 03:15,SUV-Pro,Line-A,Evening,45.2,112.3,310.6,391.6,99.2,PASS
2025-01-04 03:30,Sedan-X,Line-A,Morning,48.8,118.4,314.0,407.0,98.4,PASS
2025-01-04 03:45,Hatch-E,Line-A,Evening,49.6,112.7,311.0,400.6,91.7,PASS
2025-01-04 04:00,Sedan-X,Line-C,Evening,54.4,116.2,314.4,388.1,95.2,PASS
2025-01-04 04:15,SUV-Pro,Line-A,Night,44.4,115.3,318.6,402.8,98.5,PASS
2025-01-04 04:30,SUV-Pro,Line-D,Night,47.4,108.9,317.1,399.4,93.0,PASS
2025-01-04 04:45,EV-One,Line-D,Evening,57.1,117.0,319.3,401.7,94.5,PASS
2025-01-04 05:00,EV-One,Line-C,Night,63.5,119.6,318.7,395.1,87.7,Rework
2025-01-04 05:15,SUV-Pro,Line-D,Evening,45.6,111.0,313.6,393.7,96.7,PASS
2025-01-04 05:30,SUV-Pro,Line-D,Night,45.9,114.6,362.5,395.5,92.2,PASS
2025-01-04 05:45,SUV-Pro,Line-D,Night,45.4,121.0,319.5,404.0,91.9,PASS
2025-01-04 06:00,Sedan-X,Line-A,Night,56.3,119.6,316.2,398.5,89.2,Rework
2025-01-04 06:15,EV-One,Line-C,Night,49.6,109.7,293.8,400.8,93.0,PASS
2025-01-04 06:30,EV-One,Line-B,Evening,54.1,119.0,352.8,390.3,95.1,PASS
2025-01-04 06:45,Hatch-E,Line-D,Night,44.4,110.9,307.2,396.0,94.7,PASS
2025-01-04 07:00,SUV-Pro,Line-A,Morning,57.5,120.8,286.4,400.4,92.5,PASS
2025-01-04 07:15,SUV-Pro,Line-A,Morning,49.6,110.5,332.9,410.7,94.0,PASS
2025-01-04 07:30,Hatch-E,Line-B,Evening,59.3,124.2,305.6,410.4,88.1,Rework
2025-01-04 07:45,Sedan-X,Line-C,Evening,51.7,119.8,304.5,390.4,96.7,PASS
2025-01-04 08:00,TruckMax,Line-C,Morning,44.2,118.0,300.7,401.4,99.5,PASS
2025-01-04 08:15,EV-One,Line-A,Morning,52.0,117.6,311.8,397.3,96.8,PASS
2025-01-04 08:30,Hatch-E,Line-D,Morning,58.6,129.5,341.7,400.4,88.8,Rework
2025-01-04 08:45,TruckMax,Line-B,Evening,52.1,129.1,295.7,408.2,92.6,PASS
2025-01-04 09:00,Sedan-X, Line-A ,Morning,53.2,123.9,327.5,399.7,89.7,Rework
2025-01-04 09:15,Hatch-E,Line-C,Evening,57.7,120.9,299.8,401.7,88.6,Rework
2025-01-04 09:30,EV-One,Line-B,Evening,41.2,127.8,341.1,397.9,95.7,PASS
2025-01-04 09:45,EV-One,Line-B,Morning,58.2,118.2,311.8,403.5,88.0,Rework
2025-01-04 10:00,Sedan-X,Line-C,Morning,52.3,113.1,308.8,392.9,95.4,PASS
2025-01-04 10:15,SUV-Pro,Line-D,Evening,67.6,114.8,319.1,401.8,90.6,PASS
2025-01-04 10:30,SUV-Pro,Line-D,Night,57.3,114.6,309.7,390.1,91.0,PASS
2025-01-04 10:45,TruckMax,Line-A,Night,46.2,115.8,322.9,397.0,97.4,PASS
2025-01-04 11:00,Hatch-E,Line-D,Night,54.6,114.1,297.4,399.3,88.6,Rework
2025-01-04 11:15,SUV-Pro,Line-A,Morning,57.2,121.4,306.4,400.8,92.3,PASS
2025-01-04 11:30,SUV-Pro,Line-D,Evening,40.6,120.2,337.5,403.9,99.3,PASS
2025-01-04 11:45,EV-One,Line-A,Morning,54.7,114.2,321.4,400.5,93.3,PASS
2025-01-04 12:00,EV-One,Line-A,Night,48.6,126.8,330.4,411.1,91.7,PASS
2025-01-04 12:15,EV-One,Line-B,Morning,41.5,120.1,311.8,398.7,94.8,PASS
2025-01-04 12:30,SUV-Pro,Line-B,Morning,54.6,113.7,292.3,391.7,91.5,PASS
2025-01-04 12:45,Hatch-E,Line-A,Morning,56.0,117.9,290.1,389.3,94.9,PASS
2025-01-04 13:00,Hatch-E,Line-A,Morning,53.8,117.4,327.0,395.1,90.7,PASS
2025-01-04 13:15,TruckMax,Line-A,Evening,50.5,115.2,312.5,401.8,95.6,PASS
2025-01-04 13:30,SUV-Pro,Line-A,Night,48.7,115.4,304.8,403.9,94.1,PASS
2025-01-04 13:45,Sedan-X,Line-A,Evening,47.4,121.5,289.9,389.6,97.0,PASS
2025-01-04 14:00,EV-One,Line-A,Evening,53.1,113.4,290.1,396.1,89.5,Rework
2025-01-04 14:15,EV-One,Line-C,Evening,51.8,119.1,306.4,397.2,90.8,PASS
2025-01-04 14:30,Hatch-E,Line-A,Evening,41.9,116.4,358.6,398.0,100,PASS
2025-01-04 14:45,SUV-Pro,Line-C,Night,57.4,107.8,366.7,404.9,93.3,PASS
2025-01-04 15:00,TruckMax,Line-C,Morning,55.6,124.0,319.6,389.3,88.4,Rework
2025-01-04 15:15,Sedan-X,Line-C,Night,44.9,115.5,330.3,414.5,93.0,PASS
2025-01-04 15:30,TruckMax,Line-C,Morning,49.4,118.1,311.4,402.2,94.0,PASS
2025-01-04 15:45,Sedan-X,Line-C,Night,53.0,120.5,301.7,384.8,90.0,Rework
2025-01-04 16:00,Hatch-E,Line-A,Morning,57.6,124.3,315.5,400.3,90.7,PASS
2025-01-04 16:15,Hatch-E,Line-A,Evening,49.5,110.9,296.0,395.2,95.6,PASS
2025-01-04 16:30,SUV-Pro,Line-D,Night,60.4,116.2,331.7,412.0,88.3,Rework
2025-01-04 16:45,EV-One,Line-C,Morning,46.4,110.1,288.9,404.8,97.1,PASS
2025-01-04 17:00,SUV-Pro,Line-A,Night,57.7,116.4,356.6,397.4,94.7,PASS
2025-01-04 17:15,EV-One,Line-C,Night,53.4,124.3,319.1,396.7,90.7,PASS
2025-01-04 17:30,SUV-Pro,Line-C,Evening,58.2,127.1,334.0,403.0,89.6,Rework
2025-01-04 17:45,Hatch-E,Line-D,Morning,51.6,121.8,322.6,399.9,96.5,PASS
2025-01-04 18:00,Sedan-X,Line-A,Evening,46.2,120.0,319.3,403.4,92.5,PASS
2025-01-04 18:15,Hatch-E,Line-D,Morning,57.0,110.2,283.2,393.2,93.4,PASS
2025-01-04 18:30,TruckMax,Line-A,Morning,50.5,122.2,316.7,397.3,96.4,PASS
2025-01-04 18:45,TruckMax,Line-B,Night,64.8,123.4,326.2,397.3,84.2,Rework
2025-01-04 19:00,TruckMax,Line-A,Evening,55.4,116.9,318.1,395.8,95.0,PASS
2025-01-04 19:15,SUV-Pro,Line-B,Evening,48.9,110.4,308.2,393.3,96.2,PASS
2025-01-04 19:30,SUV-Pro,Line-A,Morning,46.1,121.9,304.0,398.1,99.5,PASS
2025-01-04 19:45,Sedan-X,Line-C,Night,47.1,114.0,320.1,400.3,94.1,PASS
2025-01-04 20:00,Sedan-X,Line-D,Morning,49.8,122.7,283.6,398.6,97.4,PASS
2025-01-04 20:15,EV-One,Line-D,Morning,47.9,121.6,312.1,399.7,95.3,PASS
2025-01-04 20:30,Hatch-E,Line-B,Evening,48.8,116.9,307.3,395.4,93.1,PASS
2025-01-04 20:45,EV-One,Line-D,Night,52.3,119.8,293.4,402.8,89.4,Rework
2025-01-04 21:00,TruckMax,Line-B,Evening,50.2,122.8,312.9,396.7,93.4,PASS
2025-01-04 21:15,EV-One,Line-B,Morning,58.2,116.3,320.3,396.9,93.0,PASS
2025-01-04 21:30,SUV-Pro,Line-B,Morning,,124.9,253.2,406.1,98.5,PASS
2025-01-04 21:45,EV-One,Line-C,Evening,63.3,112.1,326.3,400.4,89.5,Rework
2025-01-04 22:00,Hatch-E,Line-C,Night,40.2,120.6,315.7,389.8,97.7,PASS
2025-01-04 22:15,TruckMax,Line-A,Evening,56.6,123.2,269.6,390.3,94.6,PASS
2025-01-04 22:30,Sedan-X,Line-A,Evening,60.3,110.4,320.1,394.7,88.6,Rework
2025-01-04 22:45,EV-One,Line-D,Morning,54.9,122.5,290.0,391.9,92.8,PASS
2025-01-04 23:00,TruckMax,Line-C,Night,52.8,126.2,343.7,391.9,96.7,PASS
2025-01-04 23:15,Hatch-E,Line-C,Evening,58.5,109.8,290.8,383.2,92.8,PASS
2025-01-04 23:30,Hatch-E,Line-D,Evening,51.2,123.2,302.9,394.9,95.8,PASS
2025-01-04 23:45,TruckMax,Line-D,Night,59.5,111.1,299.5,397.7,91.7,PASS
2025-01-05 00:00,EV-One,Line-D,Morning,53.4,112.0,299.9,396.4,89.6,Rework
2025-01-05 00:15,SUV-Pro,Line-A,Morning,53.9,118.3,302.3,401.1,93.5,PASS
2025-01-05 00:30,TruckMax,Line-D,Night,60.0,114.5,311.1,404.9,90.4,PASS
2025-01-05 00:45,TruckMax,Line-C,Evening,58.6,127.1,309.8,388.8,92.3,PASS
2025-01-05 01:00,TruckMax,Line-A,Morning,58.3,111.1,312.8,402.1,92.9,PASS
2025-01-05 01:15,SUV-Pro,Line-C,Night,51.0,118.5,315.8,387.9,97.5,PASS
2025-01-05 01:30,SUV-Pro,Line-B,Night,53.3,114.6,276.5,389.0,91.0,PASS
2025-01-05 01:45,Hatch-E,Line-D,Evening,56.0,113.5,313.0,403.0,91.4,PASS
2025-01-05 02:00,EV-One,Line-D,Night,57.7,121.6,291.9,388.2,91.9,PASS
2025-01-05 02:15,EV-One,Line-C,Evening,49.2,112.7,302.5,402.1,95.7,PASS
2025-01-05 02:30,Hatch-E,Line-C,Night,48.9,107.8,306.9,401.3,92.3,PASS
2025-01-05 02:45,Sedan-X,Line-D,Night,50.6,120.5,330.8,399.1,95.4,PASS
2025-01-05 03:00,TruckMax,Line-D,Evening,51.3,111.4,343.1,397.6,94.7,PASS
2025-01-05 03:15,SUV-Pro,Line-D,Night,48.8,121.3,322.7,405.7,94.0,PASS
2025-01-05 03:30,Hatch-E,Line-A,Evening,55.2,120.8,320.9,388.5,94.5,PASS
2025-01-05 03:45,Hatch-E,Line-A,Morning,45.9,124.5,298.9,407.9,97.0,PASS
2025-01-05 04:00,Hatch-E,Line-C,Evening,56.0,113.5,325.9,392.1,88.0,Rework
2025-01-05 04:15,Sedan-X,Line-D,Morning,39.9,118.0,298.8,401.4,100,PASS
2025-01-05 04:30,SUV-Pro,Line-B,Morning,42.3,130.3,351.3,387.0,99.9,PASS
2025-01-05 04:45,SUV-Pro,Line-A,Evening,43.3,130.8,307.6,399.9,97.1,PASS
2025-01-05 05:00,SUV-Pro,Line-B,Night,52.6,112.2,310.7,395.4,92.0,PASS
2025-01-05 05:15,TruckMax,Line-D,Evening,57.8,116.9,321.7,398.9,91.9,PASS
2025-01-05 05:30,Sedan-X,Line-C,Night,55.3,125.0,300.5,394.8,90.3,PASS
2025-01-05 05:45,Hatch-E,Line-C,Morning,57.7,121.6,307.7,400.1,94.6,PASS
2025-01-05 06:00,Hatch-E,Line-D,Night,44.7,117.2,284.9,401.7,99.0,PASS
2025-01-05 06:15,TruckMax,Line-C,Morning,58.7,127.4,311.3,396.9,92.7,PASS
2025-01-05 06:30,SUV-Pro,Line-B,Night,59.0,118.8,330.3,404.6,88.1,Rework
2025-01-05 06:45,TruckMax,Line-C,Night,46.2,113.3,318.2,398.9,92.8,PASS
2025-01-05 07:00,Sedan-X,Line-A,Evening,49.1,118.9,309.5,407.3,96.7,PASS
2025-01-05 07:15,Sedan-X,Line-C,Evening,47.3,111.7,306.9,406.1,98.0,PASS
2025-01-05 07:30,Sedan-X,Line-A,Evening,54.1,119.6,313.8,401.8,94.3,PASS
2025-01-05 07:45,EV-One,Line-B,Evening,50.6,114.0,330.4,399.7,96.1,PASS
2025-01-05 08:00,TruckMax,Line-C,Morning,61.0,118.1,338.5,391.7,88.2,Rework
2025-01-05 08:15,SUV-Pro,Line-A,Night,60.6,121.6,331.4,393.1,90.1,PASS
2025-01-05 08:30,Hatch-E,Line-C,Evening,62.5,120.8,334.8,389.7,90.1,PASS
2025-01-05 08:45,Hatch-E,Line-D,Night,60.7,124.5,311.9,397.5,92.6,PASS
2025-01-05 09:00,SUV-Pro,Line-C,Evening,63.8,110.3,306.6,407.7,89.5,Rework
2025-01-05 09:15,Hatch-E,Line-B,Morning,39.5,125.5,307.6,403.9,95.4,PASS
2025-01-05 09:30,TruckMax,Line-B,Morning,58.5,124.0,344.5,396.7,93.8,PASS
2025-01-05 09:45,EV-One,Line-D,Night,50.3,115.2,297.7,401.9,97.6,PASS
2025-01-05 10:00,SUV-Pro,Line-D,Evening,56.7,121.4,323.4,399.3,92.8,PASS
2025-01-05 10:15,EV-One,Line-B,Night,57.1,113.7,300.5,390.3,91.7,PASS
2025-01-05 10:30,SUV-Pro,Line-D,Evening,47.6,111.9,330.0,407.0,91.8,PASS
2025-01-05 10:45,EV-One,Line-A,Morning,49.8,115.7,330.5,388.5,91.1,PASS
2025-01-05 11:00,Sedan-X,Line-D,Evening,52.9,131.2,322.1,399.3,91.7,PASS
2025-01-05 11:15,TruckMax,Line-B,Morning,41.6,120.3,276.4,401.8,97.8,PASS
2025-01-05 11:30,Sedan-X,Line-D,Night,50.4,116.1,290.4,402.0,97.8,PASS
2025-01-05 11:45,Sedan-X,Line-C,Night,43.9,115.2,294.2,399.5,93.8,PASS
2025-01-05 12:00,SUV-Pro,Line-D,Evening,44.2,115.4,284.0,399.5,94.6,PASS
2025-01-05 12:15,Sedan-X,Line-A,Night,53.0,122.5,332.4,384.4,94.5,PASS
2025-01-05 12:30,EV-One,Line-C,Night,62.0,124.6,276.6,398.5,87.3,Rework
2025-01-05 12:45,TruckMax,Line-A,Evening,49.0,115.9,326.3,395.5,94.7,PASS
2025-01-05 13:00,SUV-Pro,Line-C,Morning,52.1,116.5,292.0,391.3,96.2,PASS
2025-01-05 13:15,TruckMax,Line-D,Night,46.0,114.8,311.6,397.9,93.7,PASS
2025-01-05 13:30,EV-One,Line-D,Night,44.9,118.6,319.9,396.2,95.4,PASS
2025-01-05 13:45,SUV-Pro,Line-A,Evening,47.5,112.3,293.8,409.1,95.7,PASS
2025-01-05 14:00,EV-One,Line-B,Evening,47.6,120.7,301.1,408.4,97.9,PASS
2025-01-05 14:15,EV-One,Line-C,Night,47.0,116.7,308.1,390.4,97.5,PASS
2025-01-05 14:30,SUV-Pro,Line-C,Night,46.9,124.2,335.9,397.0,91.6,PASS
2025-01-05 14:45,EV-One,Line-C,Night,56.2,121.1,286.8,399.0,90.2,PASS
2025-01-05 15:00,TruckMax,Line-C,Evening,54.6,112.3,NA,398.5,90.8,PASS
2025-01-05 15:15,SUV-Pro,Line-C,Morning,61.1,117.2,313.9,399.7,87.3,Rework
2025-01-05 15:30,SUV-Pro,Line-A,Evening,53.1,115.9,329.9,390.7,89.8,Rework
2025-01-05 15:45,EV-One,Line-D,Morning,41.3,117.4,300.8,389.3,100,PASS
2025-01-05 16:00,TruckMax,Line-D,Evening,67.8,114.3,301.2,405.0,90.8,PASS
2025-01-05 16:15,Hatch-E,Line-B,Night,60.1,110.7,297.9,399.5,88.9,Rework
2025-01-05 16:30,Hatch-E,Line-B,Night,56.9,117.1,322.0,406.2,93.7,PASS
2025-01-05 16:45,SUV-Pro,Line-A,Evening,56.7,119.0,309.0,401.5,88.6,Rework
2025-01-05 17:00,Sedan-X,Line-C,Evening,51.1,115.2,319.0,402.4,97.2,PASS
2025-01-05 17:15,EV-One,Line-C,Evening,53.9,111.9,335.3,402.2,92.2,PASS
2025-01-05 17:30,SUV-Pro,Line-A,Night,56.0,123.3,296.3,401.2,88.5,Rework
2025-01-05 17:45,Hatch-E,Line-C,Evening,48.0,129.8,295.0,393.4,94.3,PASS
2025-01-05 18:00,Sedan-X,Line-A,Night,49.5,121.1,284.7,387.5,96.2,PASS
2025-01-05 18:15,Sedan-X,Line-C,Evening,64.5,111.9,293.1,402.9,89.9,Rework
2025-01-05 18:30,EV-One,Line-C,Night,54.1,112.9,347.0,401.5,94.8,PASS
2025-01-05 18:45,EV-One,Line-A,Morning,59.4,128.9,307.9,397.8,93.7,PASS
2025-01-05 19:00,SUV-Pro,Line-D,Morning,55.1,127.0,331.4,391.2,92.5,PASS
2025-01-05 19:15,Sedan-X,Line-B,Morning,46.8,119.1,315.1,399.0,92.9,PASS
2025-01-05 19:30,EV-One,Line-A,Night,57.7,108.1,293.5,401.6,91.7,PASS
2025-01-05 19:45,Hatch-E,Line-A,Evening,48.6,112.5,294.2,391.5,92.5,PASS
2025-01-05 20:00,EV-One,Line-A,Night,55.3,114.2,295.1,397.9,90.4,PASS
2025-01-05 20:15,EV-One,Line-A,Evening,52.6,112.7,289.1,403.4,93.2,PASS
2025-01-05 20:30,EV-One,Line-B,Morning,51.8,109.1,318.8,393.9,92.2,PASS
2025-01-05 20:45,Hatch-E,Line-C,Morning,44.8,115.9,311.3,398.4,95.3,PASS
2025-01-05 21:00,EV-One,Line-A,Evening,54.5,126.0,308.1,393.9,89.0,Rework
2025-01-05 21:15,EV-One,Line-B,Morning,55.3,124.3,309.8,401.0,90.5,PASS
2025-01-05 21:30,EV-One,Line-A,Night,44.6,119.5,308.3,400.2,99.4,PASS
2025-01-05 21:45,EV-One,Line-D,Evening,46.4,123.8,311.4,402.9,98.9,PASS
2025-01-05 22:00,SUV-Pro,Line-C,Evening,44.1,120.1,301.8,405.5,95.8,PASS
2025-01-05 22:15,Hatch-E,Line-C,Evening,54.5,121.8,316.3,388.8,91.1,PASS
2025-01-05 22:15,Hatch-E,Line-C,Morning,49.7,113.9,290.6,398.8,91.9,PASS
2025-01-05 22:45,TruckMax,Line-A,Morning,50.5,116.4,303.6,409.0,90.7,PASS
2025-01-05 23:00,SUV-Pro,Line-C,Night,53.8,116.7,313.1,398.5,92.4,PASS
2025-01-05 23:15,Sedan-X,Line-D,Night,52.4,119.3,307.5,410.7,92.7,PASS
2025-01-05 23:30,SUV-Pro,Line-C,Evening,53.7,126.5,308.4,393.1,92.8,PASS
2025-01-05 23:45,EV-One,Line-A,Evening,51.4,118.6,313.2,413.4,89.6,Rework
2025-01-06 00:00,SUV-Pro,Line-B,Evening,56.2,123.4,276.6,393.1,94.4,PASS
2025-01-06 00:15,TruckMax,Line-C,Morning,53.4,123.7,326.0,400.2,96.3,PASS
2025-01-06 00:30,SUV-Pro,Line-C,Evening,45.5,119.0,358.4,402.8,97.2,PASS
2025-01-06 00:45,EV-One,Line-C,Night,51.4,124.2,322.1,405.8,94.5,PASS
2025-01-06 01:00,Sedan-X,Line-C,Evening,56.2,117.4,282.5,404.2,92.8,PASS
2025-01-06 01:15,TruckMax,Line-A,Night,56.8,114.4,312.7,405.2,93.0,PASS
2025-01-06 01:30,SUV-Pro,Line-B,Morning,45.8,124.1,319.6,400.9,93.2,PASS
2025-01-06 01:45,Sedan-X,Line-D,Night,47.9,118.5,328.0,407.6,98.7,PASS
2025-01-06 02:00,Sedan-X,Line-B,Night,49.3,116.5,272.2,397.0,97.1,PASS
2025-01-06 02:15,SUV-Pro,Line-C,Morning,45.9,117.5,335.2,396.4,92.6,PASS
2025-01-06 02:30,Hatch-E,Line-A,Morning,34.1,122.9,317.4,395.3,97.7,PASS
2025-01-06 02:45,EV-One,Line-B,Night,53.6,115.1,302.4,394.0,90.8,PASS
2025-01-06 03:00,Hatch-E,Line-D,Night,48.3,116.1,303.5,399.9,97.1,PASS
2025-01-06 03:15,EV-One,Line-D,Morning,49.0,116.1,329.9,393.3,91.4,PASS
2025-01-06 03:30,EV-One,Line-A,Morning,48.8,118.3,283.1,391.2,91.3,PASS
2025-01-06 03:45,TruckMax,Line-D,Evening,58.6,112.5,271.7,404.1,90.7,PASS
2025-01-06 04:00,TruckMax,Line-C,Night,56.4,107.7,322.3,391.3,92.0,PASS
2025-01-06 04:15,Hatch-E,Line-D,Morning,54.1,116.9,291.6,393.6,94.3,PASS
2025-01-06 04:30,Sedan-X,Line-A,Night,44.8,117.1,301.4,400.9,93.6,PASS
2025-01-06 04:45,TruckMax,Line-C,Morning,56.9,124.0,309.2,409.8,91.9,PASS
2025-01-06 05:00,Hatch-E,Line-C,Night,48.8,120.0,288.2,395.5,97.1,PASS
2025-01-06 05:15,EV-One,Line-D,Evening,59.9,117.5,312.7,392.0,92.9,PASS
2025-01-06 05:30,Sedan-X,Line-B,Evening,55.0,106.1,327.3,402.2,89.7,Rework
2025-01-06 05:45,EV-One,Line-A,Morning,45.5,122.6,321.2,387.5,96.0,PASS
2025-01-06 06:00,EV-One,Line-D,Morning,55.9,119.4,314.4,398.8,92.6,PASS
2025-01-06 06:15,TruckMax,Line-C,Night,54.0,117.6,311.7,394.3,92.4,PASS
2025-01-06 06:30,Sedan-X,Line-B,Night,58.6,115.5,320.7,407.9,90.5,PASS
2025-01-06 06:45,SUV-Pro,Line-B,Night,56.3,118.8,320.5,398.0,87.5,Rework
2025-01-06 07:00,TruckMax,Line-C,Night,45.7,122.1,280.8,396.9,99.2,PASS
2025-01-06 07:15,Sedan-X,Line-C,Night,58.4,108.3,283.3,410.6,92.4,PASS
2025-01-06 07:30,EV-One,Line-B,Evening,59.1,115.2,308.7,404.1,93.5,PASS
2025-01-06 07:45,Sedan-X,Line-C,Evening,62.2,115.1,345.4,394.7,86.6,Rework
2025-01-06 08:00,EV-One,Line-C,Night,46.5,119.7,296.6,398.5,96.7,PASS
2025-01-06 08:15,TruckMax,Line-D,Night,56.5,113.6,309.1,403.9,89.1,Rework
2025-01-06 08:30,SUV-Pro,Line-B,Evening,47.2,120.4,282.7,395.9,97.0,PASS
2025-01-06 08:45,Hatch-E,Line-A,Evening,46.9,109.8,347.0,404.4,95.4,PASS
2025-01-06 09:00,Hatch-E,Line-B,Night,50.3,130.0,293.9,386.0,93.9,PASS
2025-01-06 09:15,SUV-Pro,Line-B,Night,52.2,121.9,314.5,409.3,90.4,PASS
2025-01-06 09:30,Hatch-E,Line-B,Morning,53.8,119.4,330.2,396.1,96.4,PASS
2025-01-06 09:45,EV-One,Line-A,Evening,48.4,121.2,339.8,390.6,94.0,PASS
2025-01-06 10:00,Hatch-E,Line-D,Morning,65.3,116.9,307.6,402.2,87.3,Rework
2025-01-06 10:15,Sedan-X,Line-D,Evening,53.4,117.5,289.5,407.8,90.4,PASS
2025-01-06 10:30,TruckMax,Line-A,Night,46.8,117.5,336.9,398.5,96.2,PASS
2025-01-06 10:45,Sedan-X,Line-C,Evening,48.5,115.5,297.4,396.7,94.8,PASS
